actuator_count,method,noise,sigma,n_runs,steps,exp_sets,trials,final_mean,final_stderr,final_min,final_max
4,Q-Safe BO,0.010000000000000002,0.1,5,50000,0,0 1 2 3 4,3528.144721633442,277.78074497825827,2912.2084788180355,4581.303094020231
6,Q-Safe BO,0.010000000000000002,0.1,5,50000,0,0 1 2 3 4,4386.658084403239,277.32502634472235,3502.5907380942444,5396.0258291522505
8,Q-Safe BO,0.010000000000000002,0.1,5,50000,0,0 1 2 3 4,5095.802213152708,181.06095798914743,4497.334445959109,5587.142731210165
4,C-Safe BO,0.010000000000000002,0.1,5,50000,0,0 1 2 3 4,4252.639256650955,454.08306992161994,2766.1127633415163,5896.884390622377
6,C-Safe BO,0.010000000000000002,0.1,5,50000,0,0 1 2 3 4,5378.933928132057,145.76491202256048,4855.287865310907,5868.790311194956
8,C-Safe BO,0.010000000000000002,0.1,5,50000,0,0 1 2 3 4,8978.339680051058,408.3883237061395,7633.5358073711395,10508.44147908315
4,BO-ACL,0.010000000000000002,0.1,5,50000,0,0 1 2 3 4,49899.788775897025,251.77059830419861,49262.77885130048,50763.207198664546
6,BO-ACL,0.010000000000000002,0.1,5,50000,0,0 1 2 3 4,43486.206907141954,186.94612097093528,42965.670737516135,44238.96373653412
8,BO-ACL,0.010000000000000002,0.1,5,50000,0,0 1 2 3 4,47200.77196061239,402.55983728048534,46144.67337888479,48686.47885624692
